DateTime,Soil temperture at 2 inch below the soil surface (F),Soil data under the cover right on top of soil surface (F),Air temperature 1.5m (F),Dewpoint,Wind Chill,Wind Gust 10m,Wind Speed 10m,Wind Direction 10m,Pressure (mb),Pressure (inHg),Rainfall,Relative Humidity,Approximate Max,Solar Radiation,Snow cover,Turfgrass species,Mowing height,Location,Cover or not ,
2/4/2022 10:00,32,30.2,17.6,5.01223,10.1263,7.45347,5.03087,289.2,1003.58,29.6356,0,57.108,453.149,452.922,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/4/2022 10:30,32,32,19.4018,4.62353,12.2944,7.67269,4.98613,278,1003.73,29.6402,0,51.9168,532.608,529.236,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/4/2022 11:00,32,32.9,21.2414,3.71693,14.7096,7.30807,4.7602,277.9,1004.13,29.6519,0,46.0385,598.119,590.374,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/4/2022 11:30,32,32.9,22.5284,3.59133,15.4289,7.67269,5.50286,262,1003.8,29.6421,0,43.3469,648.089,638.595,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/4/2022 12:00,32,33.8,24.224,2.99004,17.4371,8.03731,5.50063,244.8,1003.53,29.6342,0,39.2593,681.4,668.946,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/4/2022 12:30,32,33.8,26.7926,2.93993,20.3282,9.20723,5.66169,293.6,1003.13,29.6225,0,35.2,697.336,682.462,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/4/2022 13:00,32,33.8,28.3136,5.47483,21.5226,9.42645,6.38869,286.4,1002.69,29.6093,0.02,37.1575,695.563,681.159,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/4/2022 13:30,32,33.8,28.5188,4.4219,21.0757,12.4217,7.31254,281.6,1002.41,29.6012,0.05,35.1077,676.118,663.332,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/4/2022 14:00,32,33.8,28.7726,6.39893,20.9545,11.8379,7.94112,251.1,1002.03,29.5899,0.07,38.0368,639.41,628.812,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/4/2022 14:30,32,33.8,30.4628,7.77865,22.6582,11.6925,8.51154,267.1,1001.47,29.5734,0.08,37.7982,586.232,580.337,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/4/2022 15:00,32,33.8,32.2952,9.52047,25.5544,12.3501,7.44676,268.8,1001.44,29.5725,0.09,37.9633,517.791,518.002,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/4/2022 15:30,32,32.9,32.0576,11.3048,24.8591,13.5178,8.09324,247.2,1001.28,29.5677,0.1,41.5102,435.787,441.642,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/4/2022 16:00,32,32.9,32.1692,12.4306,24.7424,11.254,8.51825,248.4,1001.25,29.5669,0.11,43.4407,342.602,354.677,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/4/2022 16:30,32,32.9,31.9874,12.9377,24.6855,13.2986,8.23864,268.5,1001.31,29.5688,0.11,44.7523,241.822,260.665,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/4/2022 17:00,32,32.9,31.4096,13.9328,23.6088,13.5916,8.86945,252.3,1001.44,29.5725,0.11,47.8616,139.814,166.515,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/4/2022 17:30,32,32.9,30.875,14.1587,23.3885,10.2295,8.14021,246,1001.44,29.5725,0.11,49.397,50.4731,62.9029,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/4/2022 18:00,32,32.9,29.1758,13.9626,24.1127,6.21197,4.64388,267.5,1001.42,29.5719,0.11,52.4822,0,6.28721,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/4/2022 18:30,32,32.9,27.8636,14.137,,3.50752,2.66419,268.4,1001.61,29.5776,0.11,55.8092,0,0.0549872,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/4/2022 19:00,32,32.9,25.6064,14.2918,,1.67994,1.15873,223.8,1001.87,29.5851,0.11,61.6865,0,0.0193139,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/4/2022 19:30,32,32,23.4554,14.2406,,1.38914,1.0782,257.2,1001.9,29.5862,0.11,67.335,0,0.0169808,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/4/2022 20:00,32.9,31.1,21.5186,14.9013,,0,0,0,1001.78,29.5826,0.11,75.2124,0,0.0161387,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/4/2022 20:30,32.9,30.2,20.228,13.5656,,0,0,0,1001.71,29.5806,0.11,74.9313,0,0.0153656,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/4/2022 21:00,32.9,29.3,22.5194,16.0943,,0.950698,0.568182,74.38,1001.81,29.5834,0.11,75.9466,0,0.0139022,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/4/2022 21:30,32.9,29.3,17.8682,13.5602,,0.657659,0.237115,227,1001.72,29.5809,0.11,82.8894,0,0.0142888,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/4/2022 22:00,32.9,28.4,18.4478,14.8558,,0.950698,0.275143,103.7,1001.83,29.5841,0.11,85.5754,0,0.0142612,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/4/2022 22:30,32.9,28.4,15.332,11.7665,,0,0,0,1001.74,29.5815,0.11,85.4754,0,0.0134605,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/4/2022 23:00,32.9,28.4,15.368,12.6013,,0.58384,0.114084,29.79,1001.66,29.579,0.11,88.5569,0,0.0125079,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/4/2022 23:30,32.9,27.5,13.208,10.7833,,0,0,0,1001.51,29.5747,0.11,89.8052,0,0.013847,Yes,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/5/2022 0:00,32.9,27.5,13.73,11.4582,,0,0,0,1001.62,29.5779,0.11,90.4423,0,0.0125907,Yes,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/5/2022 0:30,32.9,27.5,12.11,9.42912,,1.0961,0.143164,263,1001.31,29.5685,0.11,88.7277,0,0.0133915,Yes,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/5/2022 1:00,32.9,27.5,11.948,9.76194,,1.31532,0.360147,191.5,1001.16,29.5642,0.11,90.7118,0,0.0138194,Yes,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/5/2022 1:30,32,28.4,11.966,9.89079,,0.364621,0.0223694,236.9,1000.91,29.557,0.11,91.1643,0,0.0122594,Yes,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/5/2022 2:00,32,27.5,10.958,8.57371,,1.02228,0.653185,228.6,1000.77,29.5528,0.11,89.8628,0,0.0123699,Yes,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/5/2022 2:30,32,27.5,10.382,8.03327,,0.657659,0.0827666,256.6,1000.4,29.5417,0.11,89.9804,0,0.0139161,Yes,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/5/2022 3:00,32,27.5,10.436,8.21208,,0,0,0,999.963,29.5289,0.11,90.4918,0,0.0127426,Yes,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/5/2022 3:30,32,27.5,10.058,7.77129,,1.0961,0.556997,344.1,999.689,29.5208,0.11,90.2184,0,0.0124251,Yes,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/5/2022 4:00,32,27.5,8.798,6.31466,,0.731478,0.523443,236.4,999.243,29.5076,0.11,89.3569,0,0.0127978,Yes,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/5/2022 4:30,32,27.5,9.68,7.31142,,0,0,0,998.954,29.4991,0.11,89.8669,0,0.0117624,Yes,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/5/2022 5:00,32,27.5,8.024,5.32749,,1.60836,0.183429,193.8,998.859,29.4963,0.11,88.4512,0,0.0132672,Yes,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/5/2022 5:30,32,27.5,8.924,6.43936,,1.53454,0.756084,115.1,998.766,29.4935,0.11,89.3578,0,0.0118867,Yes,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/5/2022 6:00,32,27.5,9.698,7.29135,,1.60836,1.02675,138.7,998.515,29.4861,0.11,89.7127,0,0.0107546,Yes,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/5/2022 6:30,32,27.5,7.79,5.30448,,0.876879,0.617394,237.2,998.59,29.4883,0.11,89.2983,0,0.01208,Yes,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/5/2022 7:00,32,27.5,9.572,6.9973,,1.89916,1.43388,93.8,998.557,29.4874,0.11,89.0246,0,0.0553608,Yes,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/5/2022 7:30,32,27.5,9.986,7.34132,,2.3376,1.92824,90.3,998.266,29.4788,0.11,88.7633,0,5.71043,Yes,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/5/2022 8:00,32,27.5,11.39,8.29384,,2.77604,2.398,108.8,998.117,29.4744,0.11,87.0447,68.7503,53.2701,Yes,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/5/2022 8:30,32,27.5,16.196,12.247,,2.41142,1.73363,108.7,998.067,29.4729,0.11,84.0918,163.222,159.819,Yes,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/5/2022 9:00,32,28.4,20.8166,13.1116,,2.26602,1.67099,117.5,998.016,29.4714,0.11,71.6297,266.24,265.687,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/5/2022 9:30,32,29.3,25.3274,15.3647,,2.1922,1.51888,135.4,998.004,29.4711,0.11,65.4054,366.213,355.325,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/5/2022 10:00,32,31.1,32.5526,16.8481,29.5828,4.96824,3.26816,192.9,997.66,29.4609,0.11,51.9031,457.654,454.997,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/5/2022 10:30,32,32,35.6864,18.0472,30.9076,8.98801,5.61695,172.8,997.257,29.449,0.11,48.2288,537.322,528.544,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/5/2022 11:00,32,32,38.0606,18.5304,32.8365,12.0571,6.94121,185.7,997.053,29.4429,0.12,44.8383,603.01,591.762,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/5/2022 11:30,32,32,39.938,18.2479,34.3648,11.8379,8.28785,172.1,996.458,29.4254,0.12,41.1632,653.131,639.11,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/5/2022 12:00,32,32,42.7154,18.4556,37.6175,13.8108,8.58536,183,995.806,29.4061,0.13,37.3031,686.565,670.797,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/5/2022 12:30,32,32.9,44.8754,16.6513,39.209,17.0253,11.31,191.3,995.114,29.3857,0.14,31.7713,702.599,687.259,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/5/2022 13:00,32,32.9,45.5108,15.9861,39.6328,19.2153,12.4486,180.5,994.336,29.3627,0.17,30.13,700.896,685.761,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/5/2022 13:30,32,32,45.5648,16.8756,39.6411,21.1838,12.6409,198.4,993.473,29.3372,0.17,31.2521,681.491,670.054,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/5/2022 14:00,32,47.3,46.418,17.0271,40.1362,22.951,14.6967,207.4,992.72,29.315,0.18,30.4577,644.793,635.966,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/5/2022 14:30,32.9,59,46.3676,17.5456,40.2412,20.8259,14.0726,206.2,992.347,29.304,0.18,31.2076,591.59,586.176,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/5/2022 15:00,35.6,58.1,46.2596,17.8042,39.7209,24.1813,15.5109,193.3,991.68,29.2843,0.19,31.687,523.085,523.307,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/5/2022 15:30,35.6,57.2,46.1516,17.4688,39.9424,21.6983,14.1576,176.7,990.898,29.2612,0.19,31.3594,440.967,446.815,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/5/2022 16:00,36.5,50.9,46.1156,18.4217,40.4906,20.0877,12.1443,179.5,990.465,29.2484,0.19,32.7187,347.596,361.077,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/5/2022 16:30,36.5,46.4,45.9698,18.0176,40.2187,19.2153,12.4262,186.1,990.331,29.2445,0.19,32.3324,246.507,267.334,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/5/2022 17:00,36.5,38.3,45.2516,18.6909,40.5159,14.3231,9.07749,177.2,990.135,29.2387,0.19,34.2017,143.922,172.009,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/5/2022 17:30,35.6,34.7,43.9286,16.8065,38.3321,17.6114,10.4666,175.7,989.596,29.2227,0.19,33.1618,53.3838,68.1087,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/5/2022 18:00,35.6,32.9,42.3302,17.0162,36.3271,15.6384,10.5091,187.3,989.464,29.2189,0.19,35.5803,0,6.47204,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/5/2022 18:30,35.6,31.1,40.5842,17.9355,35.436,10.4487,7.73756,166.9,989.045,29.2065,0.19,39.606,0,0.0616273,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/5/2022 19:00,34.7,26.6,38.1704,19.5238,35.0728,7.23425,4.13833,139.3,989.484,29.2195,0.19,46.5882,0,0.0170635,Yes,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/5/2022 19:30,34.7,26.6,37.472,20.7487,31.7751,9.93871,7.52953,150.1,989.388,29.2166,0.19,50.4524,0,0.0162352,Yes,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/5/2022 20:00,33.8,26.6,37.8266,19.1399,33.5282,8.62339,5.50286,157.6,989.687,29.2254,0.19,46.4515,0,0.0128529,Yes,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/5/2022 20:30,33.8,26.6,37.3532,18.6688,33.4808,7.74651,4.85863,179.7,990.046,29.236,0.19,46.3776,0,0.0117346,Yes,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/5/2022 21:00,33.8,25.7,37.0472,18.4667,32.3816,8.54957,5.80485,182.4,990.157,29.2393,0.19,46.5343,0,0.0133499,Yes,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/5/2022 21:30,33.8,24.8,34.8494,19.6055,29.2088,8.62339,6.5833,144.3,989.762,29.2276,0.19,53.3091,0,0.0132947,Yes,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/5/2022 22:00,33.8,24.8,33.4076,19.8545,27.3747,8.76879,6.73318,144.2,989.285,29.2136,0.19,57.0744,0,0.0148133,Yes,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/5/2022 22:30,33.8,26.6,33.9638,19.9222,26.5265,13.4462,9.27881,152.9,988.851,29.2008,0.19,55.9791,0,0.011638,Yes,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/5/2022 23:00,32.9,26.6,33.8918,20.2593,26.7296,16.1484,8.73524,155.4,988.903,29.2023,0.19,56.9537,0,0.0104922,Yes,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/5/2022 23:30,32.9,26.6,33.3068,20.4215,26.4459,11.764,7.98586,157.5,988.791,29.199,0.19,58.7083,0,0.0115276,Yes,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/6/2022 0:00,32.9,26.6,33.1016,20.309,26.474,10.0103,7.53624,160.9,988.594,29.1932,0.19,58.9107,0,0.0110306,Yes,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/6/2022 0:30,32.9,25.7,32.3294,20.2318,26.8421,8.62339,5.72432,157,988.615,29.1938,0.19,60.5693,0,0.011141,Yes,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/6/2022 1:00,32.9,25.7,31.8128,20.3771,25.1491,10.3771,7.17833,158.1,988.387,29.1871,0.19,62.229,0,0.0122869,Yes,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/6/2022 1:30,32.9,25.7,31.6706,20.4017,24.3029,12.7147,8.23193,158.9,988.227,29.1823,0.19,62.653,0,0.0110996,Yes,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/6/2022 2:00,32.9,25.7,31.3934,20.5823,24.5639,10.3771,7.29465,159.6,988.009,29.1759,0.19,63.8484,0,0.0121627,Yes,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/6/2022 2:30,32.9,25.7,30.6518,20.5815,24.4397,7.81809,6.23434,153.9,987.642,29.165,0.19,65.7945,0,0.0113067,Yes,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/6/2022 3:00,32.9,24.8,30.191,20.3838,24.9157,10.4487,5.03758,152.8,987.422,29.1585,0.19,66.4766,0,0.0116657,Yes,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/6/2022 3:30,32.9,24.8,30.173,20.8088,23.6809,8.91419,6.47593,156.1,986.987,29.1457,0.19,67.7395,0,0.0107683,Yes,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/6/2022 4:00,32.9,24.8,29.9876,20.7352,23.3437,8.76879,6.62804,159.9,987.016,29.1466,0.19,68.0395,0,0.010865,Yes,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/6/2022 4:30,32.9,24.8,29.426,20.6419,23.6292,7.59887,5.45812,158.4,986.883,29.1426,0.19,69.34,0,0.0109064,Yes,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/6/2022 5:00,32.9,24.8,28.8428,20.5135,24.3424,6.50277,4.0757,163.2,987.101,29.1491,0.19,70.6262,0,0.0121351,Yes,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/6/2022 5:30,32.9,23.9,28.1228,20.0686,,4.16518,2.6105,161.3,987.169,29.1511,0.19,71.3767,0,0.0135156,Yes,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/6/2022 6:00,32.9,23.9,27.9032,20.648,,2.26602,1.36453,76.21,987.588,29.1635,0.19,73.8238,0,0.013916,Yes,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/6/2022 6:30,32.9,23.9,26.4578,20.2226,21.7415,5.04205,3.94596,143.5,987.641,29.165,0.19,76.9538,0,0.0118452,Yes,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/6/2022 7:00,32.9,23.9,26.4398,20.5615,22.5195,4.23899,3.34198,136.7,987.905,29.1728,0.19,78.1311,0,0.0741911,Yes,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/6/2022 7:30,32.9,24.8,25.2122,19.8326,20.611,4.45821,3.70884,120.2,988.045,29.1769,0.19,79.7012,0,7.06925,Yes,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/6/2022 8:00,32.9,25.7,25.9124,20.6036,,2.11838,1.37348,97.3,988.392,29.1872,0.19,80.0014,71.3857,33.9611,Yes,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/6/2022 8:30,32.9,26.6,25.9844,20.8395,22.1561,3.87214,3.23461,115.5,988.483,29.1899,0.19,80.5671,166.762,48.3326,Yes,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/6/2022 9:00,32.9,31.1,28.7024,20.7284,,2.63064,2.08259,118.9,988.682,29.1958,0.19,71.6862,270.269,195.386,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/6/2022 9:30,32.9,36.5,32.1818,20.6269,,2.77604,0.733715,191.1,989.106,29.2083,0.19,61.9647,370.566,360.357,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/6/2022 10:00,32.9,53.6,35.4794,22.8006,,7.01503,2.79841,227.2,989.318,29.2145,0.19,59.5398,462.255,446.534,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/6/2022 10:30,32.9,61.7,38.5538,24.3852,35.8576,6.50277,3.78713,241.2,989.717,29.2263,0.19,56.368,542.126,516.97,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/6/2022 11:00,32.9,67.1,40.5428,25.1395,37.6883,6.50277,4.28821,306.7,989.781,29.2282,0.19,53.8306,607.984,575.784,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/6/2022 11:30,36.5,70.7,40.847,25.1386,,5.18746,2.90354,308.1,990.179,29.24,0.19,53.1975,658.247,621.054,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/6/2022 12:00,40.1,76.1,42.2402,25.479,,3.4337,1.75823,237.7,990.088,29.2373,0.19,51.1293,691.798,652.449,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/6/2022 12:30,42.8,77,45.5846,27.6176,44.1597,6.43119,3.54331,291,990.153,29.2392,0.19,49.1574,707.921,667.166,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/6/2022 13:00,44.6,77.9,46.922,26.9998,45.2731,7.30807,4.05333,20.68,989.798,29.2287,0.19,45.5571,706.28,667.287,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/6/2022 13:30,46.4,78.8,47.588,27.4131,45.1074,11.3256,5.45141,340.3,989.642,29.2241,0.19,45.1928,686.91,650.019,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/6/2022 14:00,47.3,76.1,48.128,28.7826,45.0804,11.4732,6.69515,334,989.66,29.2246,0.19,46.849,650.214,618.378,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/6/2022 14:30,48.2,75.2,47.606,28.3068,44.1807,11.1064,7.2611,329.8,989.741,29.227,0.19,46.8533,596.981,569.4,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/6/2022 15:00,45.5,71.6,48.182,29.4894,44.7976,10.5225,7.43558,5.902,989.716,29.2263,0.19,48.1251,528.407,506.215,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/6/2022 15:30,44.6,66.2,47.894,28.3815,45.4195,9.93871,5.53642,318.8,989.961,29.2335,0.19,46.4913,446.171,430.012,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/6/2022 16:00,43.7,60.8,47.966,29.2799,45.125,9.64567,6.22539,355.7,990.087,29.2372,0.19,48.1033,352.613,345.494,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/6/2022 16:30,43.7,53.6,47.696,29.3226,43.72,11.5448,8.57641,335.9,990.384,29.246,0.19,48.6785,251.219,254.074,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/6/2022 17:00,42.8,44.6,46.256,29.3732,41.8685,11.3256,8.78892,340.2,990.71,29.2557,0.19,51.5007,148.068,161.75,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/6/2022 17:30,41.9,41,44.7116,29.3798,40.8643,10.5964,6.90766,341.9,991.053,29.2658,0.19,54.6245,56.3541,64.0785,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/6/2022 18:00,41,37.4,42.377,28.589,37.5719,10.4487,7.82033,341.1,991.544,29.2803,0.19,57.8299,0,7.03586,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/6/2022 18:30,40.1,34.7,40.109,28.1128,35.7658,7.81809,6.18737,345.7,991.961,29.2926,0.19,61.9112,0,0.0521153,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/6/2022 19:00,40.1,32.9,38.4206,27.5971,35.5795,5.99275,3.9124,337.8,992.384,29.3051,0.19,64.7406,0,0.0191343,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/6/2022 19:30,39.2,32.9,34.9394,26.5676,32.2939,4.3844,3.27264,308.4,992.68,29.3138,0.19,71.192,0,0.0175467,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/6/2022 20:00,38.3,32,34.1168,26.9339,,2.26602,1.51441,272.3,992.934,29.3213,0.19,74.6891,0,0.0183336,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/6/2022 20:30,38.3,31.1,32.2538,26.7909,,2.0468,1.59494,250.5,993.34,29.3333,0.19,80.013,0,0.0177262,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/6/2022 21:00,37.4,31.1,31.2872,26.235,,1.53454,0.697924,297.5,993.595,29.3408,0.19,81.3064,0,0.016677,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/6/2022 21:30,37.4,30.2,29.3432,25.9489,,3.94596,2.91249,289.8,993.903,29.3499,0.19,86.9569,0,0.0156554,Yes,Bermudagrass,"0.125""","Stilwlater, OK",No,
2/6/2022 22:00,36.5,29.3,30.5366,26.7539,26.1492,5.6259,4.21439,286.2,994.205,29.3589,0.19,85.6392,0,0.01491,Yes,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/6/2022 22:30,36.5,29.3,28.913,25.1511,25.7395,4.31058,3.05789,290.2,994.502,29.3676,0.19,85.6128,0,0.0127563,Yes,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/6/2022 23:00,36.5,29.3,27.8942,24.9445,,3.21448,2.65972,294,994.835,29.3775,0.19,88.5019,0,0.0130048,Yes,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/6/2022 23:30,35.6,28.4,29.5142,26.7493,26.0365,3.72674,3.33304,292.2,995.246,29.3896,0.19,89.2629,0,0.011859,Yes,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/7/2022 0:00,35.6,27.5,28.481,26.2434,,2.99526,2.25931,317.1,995.551,29.3986,0.19,91.1876,0,0.0125907,Yes,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/7/2022 0:30,35.6,26.6,27.1382,25.4857,,1.67994,0.375805,328.1,995.82,29.4065,0.19,93.3829,0,0.0145648,Yes,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/7/2022 1:00,34.7,26.6,26.447,24.8954,22.7545,3.58133,3.1854,210.7,995.945,29.4102,0.19,93.7558,0,0.0128392,Yes,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/7/2022 1:30,34.7,25.7,27.1598,25.7544,,2.84986,2.2772,263.5,996.132,29.4158,0.19,94.3474,0,0.0117209,Yes,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/7/2022 2:00,34.7,25.7,26.6036,25.0589,,2.11838,1.67099,254.8,996.241,29.419,0.19,93.7874,0,0.0135433,Yes,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/7/2022 2:30,34.7,24.8,25.6856,23.9924,,2.55682,1.78955,272,996.406,29.4238,0.19,93.1803,0,0.01179,Yes,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/7/2022 3:00,33.8,24.8,23.9054,22.3444,,3.58133,2.75367,292.2,996.341,29.4219,0.19,93.646,0,0.0140265,Yes,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/7/2022 3:30,33.8,24.8,23.8334,22.36,,2.26602,1.5748,295.8,996.331,29.4216,0.19,93.9912,0,0.0122179,Yes,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/7/2022 4:00,33.8,23.9,23.3978,22.1548,19.0985,4.31058,3.31067,280.7,996.475,29.4259,0.19,94.8989,0,0.0126183,Yes,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
2/7/2022 4:30,33.8,23.9,23.8424,22.5651,19.9072,3.80055,3.11382,272.3,996.601,29.4296,0.19,94.7721,0,0.0122041,Yes,Bermudagrass,"0.125""","Stilwlater, OK",Yes,
